START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
03-04-2018 19:02,03-04-2018 19:08,Business,Cary,Morrisville,1.9,Temporary Site
03-04-2018 19:16,03-04-2018 19:25,Business,Morrisville,Cary,2.0,Meal/Entertain
03-05-2018 11:44,03-05-2018 11:59,Business,Cary,Morrisville,6.5,Meal/Entertain
03-05-2018 12:57,03-05-2018 13:12,Personal,Weston,Weston,4.2,
03-05-2018 14:08,03-05-2018 14:18,Personal,Morrisville,Cary,3.5,
03-05-2018 14:39,03-05-2018 15:01,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain
03-05-2018 16:52,03-05-2018 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain
03-05-2018 17:23,03-05-2018 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain
03-07-2018 09:10,03-07-2018 09:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
03-07-2018 09:23,03-07-2018 09:47,Business,Cary,Raleigh,12.4,Customer Visit
03-07-2018 12:10,03-07-2018 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit
03-07-2018 13:57,03-07-2018 14:18,Business,Meredith Townes,Leesville Hollow,9.4,Meeting
03-07-2018 15:19,03-07-2018 15:45,Business,Raleigh,Cary,11.9,Between Offices
03-08-2018 14:38,03-08-2018 14:55,Business,Whitebridge,Waverly Place,7.2,Between Offices
03-08-2018 15:35,03-08-2018 16:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain
03-08-2018 16:13,03-08-2018 16:25,Personal,Whitebridge,Whitebridge,1.6,
03-10-2018 03:36,03-10-2018 03:53,Business,Cary,Morrisville,8.4,Meeting
03-10-2018 10:08,03-10-2018 10:37,Business,East Austin,West University,12.8,Meeting
03-10-2018 14:39,03-10-2018 14:55,Business,West University,South Congress,2.3,
03-10-2018 16:18,03-10-2018 16:28,Business,South Congress,Arts District,1.6,
03-11-2018 09:47,03-11-2018 09:59,Business,The Drag,Congress Ave District,2.0,Meal/Entertain
03-11-2018 10:29,03-11-2018 10:36,Business,Congress Ave District,Downtown,0.8,
03-11-2018 11:57,03-11-2018 12:04,Business,Downtown,Red River District,1.2,
03-11-2018 13:43,03-11-2018 13:51,Business,Red River District,Downtown,1.0,
03-11-2018 19:21,03-11-2018 19:35,Business,South Congress,The Drag,2.1,
03-12-2018 09:13,03-12-2018 09:22,Business,The Drag,South Congress,2.2,
03-12-2018 18:27,03-12-2018 18:37,Personal,South Congress,The Drag,1.9,
04-01-2018 13:43,04-01-2018 14:01,Business,Kissimmee,Kissimmee,11.0,Meeting
04-01-2018 14:36,04-01-2018 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit
04-01-2018 16:01,04-01-2018 16:49,Business,Orlando,Kissimmee,20.3,Meeting
04-01-2018 16:52,04-01-2018 16:57,Personal,Kissimmee,Kissimmee,0.7,
04-02-2018 08:48,04-02-2018 09:04,Personal,Kissimmee,Kissimmee,5.5,
04-02-2018 11:01,04-02-2018 11:16,Personal,Kissimmee,Kissimmee,5.1,
04-02-2018 12:21,04-02-2018 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
04-02-2018 16:57,04-02-2018 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
04-02-2018 19:38,04-02-2018 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit
04-02-2018 23:11,04-03-2018 01:34,Business,Ridgeland,Florence,144.0,Meeting
04-03-2018 02:00,04-03-2018 04:16,Business,Florence,Cary,159.3,Meeting
04-05-2018 21:39,04-05-2018 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
04-06-2018 00:19,04-06-2018 00:39,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain
04-07-2018 18:20,04-07-2018 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain
04-07-2018 19:45,04-07-2018 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies
04-08-2018 12:30,04-08-2018 12:48,Business,Cary,Durham,10.5,Meeting
04-08-2018 13:34,04-08-2018 13:51,Business,Durham,Cary,8.7,Meal/Entertain
04-08-2018 13:55,04-08-2018 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
04-08-2018 14:43,04-08-2018 15:20,Business,Cary,Raleigh,19.1,Meeting
04-08-2018 16:05,04-08-2018 16:47,Business,Raleigh,Cary,18.6,Meeting
04-12-2018 09:15,04-12-2018 09:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
04-12-2018 09:34,04-12-2018 09:53,Business,Cary,Raleigh,8.9,Meeting
04-12-2018 10:58,04-12-2018 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit
04-12-2018 12:22,04-12-2018 12:44,Business,Raleigh,Morrisville,15.9,Meeting
04-12-2018 13:42,04-12-2018 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain
05-01-2018 13:45,05-01-2018 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
05-01-2018 14:26,05-01-2018 14:31,Business,Westpark Place,Whitebridge,2.3,
05-01-2018 17:33,05-01-2018 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices
05-01-2018 17:54,05-01-2018 18:10,Business,Tanglewood,Parkway,7.5,Meeting
05-01-2018 22:38,05-01-2018 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies
05-02-2018 14:14,05-02-2018 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
05-02-2018 15:37,05-02-2018 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
05-03-2018 22:20,05-03-2018 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain
05-04-2018 15:16,05-04-2018 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain
05-04-2018 20:55,05-04-2018 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies
05-04-2018 21:30,05-04-2018 21:36,Business,Capitol One,University District,4.5,Meal/Entertain
05-04-2018 22:19,05-04-2018 22:27,Business,University District,Capitol One,5.0,Meal/Entertain
05-05-2018 21:24,05-05-2018 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain
05-05-2018 22:34,05-05-2018 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies
05-05-2018 23:55,05-06-2018 00:08,Business,Bellevue,Seattle,12.9,Meeting
05-06-2018 05:47,05-06-2018 06:02,Business,Capitol One,Mcvan,14.4,Meeting
05-06-2018 16:45,05-06-2018 16:59,Business,Chapel Hill,Morrisville,17.0,Meeting
05-06-2018 17:18,05-06-2018 17:44,Business,Morrisville,Cary,7.9,Customer Visit
05-09-2018 06:08,05-09-2018 06:25,Business,Cary,Morrisville,8.4,Customer Visit
05-09-2018 14:39,05-09-2018 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices
05-09-2018 17:58,05-09-2018 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
05-09-2018 19:35,05-09-2018 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit
05-10-2018 09:03,05-10-2018 09:20,Business,Newark,Menlo Park,9.3,Customer Visit
05-10-2018 17:19,05-10-2018 17:31,Business,Menlo Park,Newark,7.9,Customer Visit
05-11-2018 08:35,05-11-2018 09:12,Business,Newark,San Francisco,25.6,Meeting
05-11-2018 21:47,05-11-2018 22:04,Business,Morrisville,Cary,8.1,Meeting
06-01-2018 10:19,06-01-2018 10:47,Business,Cary,Morrisville,6.7,Customer Visit
06-01-2018 13:10,06-01-2018 13:39,Business,Morrisville,Cary,9.6,Meeting
06-03-2018 11:29,06-03-2018 11:49,Business,Cary,Durham,10.4,Meeting
06-03-2018 13:08,06-03-2018 13:38,Business,Durham,Cary,9.9,Meeting
06-03-2018 15:31,06-03-2018 15:54,Business,Cary,Morrisville,6.0,Meal/Entertain
06-03-2018 18:14,06-03-2018 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
06-03-2018 18:41,06-03-2018 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies
06-03-2018 19:36,06-03-2018 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies
06-03-2018 22:47,06-03-2018 23:06,Business,Morrisville,Cary,4.0,Between Offices
06-05-2018 14:03,06-05-2018 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit
06-05-2018 15:06,06-05-2018 15:22,Business,Cary,Morrisville,7.8,Customer Visit
06-05-2018 15:57,06-05-2018 16:08,Business,Weston,Weston,3.8,Meal/Entertain
06-05-2018 18:05,06-05-2018 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain
06-05-2018 21:53,06-05-2018 22:05,Business,Cary,Durham,9.9,Meeting
06-05-2018 23:52,06-06-2018 00:08,Business,Durham,Cary,9.9,Meeting
06-06-2018 15:36,06-06-2018 15:45,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies
06-06-2018 16:16,06-06-2018 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
06-06-2018 20:06,06-06-2018 20:20,Business,Cary,Apex,5.7,Meal/Entertain
06-06-2018 21:08,06-06-2018 21:37,Business,Apex,Cary,7.2,Meal/Entertain
06-06-2018 21:41,06-06-2018 22:00,Business,Cary,Durham,10.4,Meeting
06-06-2018 23:34,06-06-2018 23:48,Business,Durham,Cary,9.9,Meeting
06-07-2018 21:42,06-07-2018 22:00,Business,Cary,Durham,10.4,Meeting
06-07-2018 23:41,06-08-2018 00:04,Business,Durham,Cary,9.9,Meeting
06-08-2018 08:23,06-08-2018 08:53,Business,Cary,Morrisville,8.7,Meal/Entertain
06-08-2018 12:04,06-08-2018 13:01,Business,Jamaica,New York,22.3,Errand/Supplies
06-08-2018 13:12,06-08-2018 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
06-08-2018 14:31,06-08-2018 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
06-08-2018 16:55,06-08-2018 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain
06-08-2018 17:16,06-08-2018 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies
06-08-2018 17:59,06-08-2018 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies
06-08-2018 20:11,06-08-2018 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies
06-10-2018 15:19,06-10-2018 16:28,Business,New York,Jamaica,16.3,Meeting
06-10-2018 21:47,06-10-2018 22:04,Business,Cary,Durham,10.4,Meeting
06-10-2018 23:53,06-11-2018 00:01,Business,Durham,Cary,9.9,Meeting
06-11-2018 17:08,06-11-2018 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies
06-11-2018 17:34,06-11-2018 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain
06-11-2018 17:50,06-11-2018 17:56,Business,Westpark Place,Whitebridge,1.7,
06-11-2018 21:45,06-11-2018 22:04,Business,Cary,Durham,10.4,Meeting
06-11-2018 23:39,06-12-2018 00:05,Business,Durham,Cary,9.9,Meeting
06-12-2018 19:53,06-12-2018 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain
06-12-2018 20:05,06-12-2018 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies
06-12-2018 21:58,06-12-2018 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies
07-01-2018 00:00,07-01-2018 00:25,Business,Durham,Cary,9.9,Meeting
07-01-2018 09:34,07-01-2018 09:57,Business,Cary,Raleigh,13.3,Meeting
07-01-2018 12:36,07-01-2018 13:00,Business,Raleigh,Cary,11.3,Meeting
07-01-2018 20:06,07-01-2018 20:24,Business,Cary,Durham,10.5,Meeting
07-01-2018 23:48,07-02-2018 00:09,Business,Durham,Cary,9.9,Meeting
07-02-2018 20:18,07-02-2018 20:36,Business,Cary,Durham,10.1,Meeting
07-02-2018 23:48,07-03-2018 00:12,Business,Durham,Cary,9.9,Meeting
07-03-2018 00:28,07-03-2018 00:38,Business,Cary,Morrisville,3.1,Errand/Supplies
07-03-2018 03:02,07-03-2018 03:08,Business,Morrisville,Cary,3.1,Errand/Supplies
07-03-2018 20:00,07-03-2018 20:18,Business,Cary,Durham,9.9,Meeting
07-04-2018 00:32,07-04-2018 00:47,Business,Durham,Cary,9.9,Meeting
07-04-2018 17:31,07-04-2018 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting
07-04-2018 18:23,07-04-2018 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site
07-04-2018 20:00,07-04-2018 20:17,Business,Cary,Durham,11.8,Meeting
07-05-2018 00:00,07-05-2018 00:05,Business,Parkwood,Parkwood,1.2,Errand/Supplies
07-05-2018 00:08,07-05-2018 00:28,Business,Durham,Cary,9.9,Meeting
07-05-2018 16:48,07-05-2018 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies
07-05-2018 20:06,07-05-2018 20:26,Business,Cary,Durham,9.9,
07-05-2018 22:41,07-05-2018 23:02,Business,Durham,Morrisville,8.6,
07-06-2018 00:33,07-06-2018 00:53,Business,Morrisville,Cary,6.3,Meal/Entertain
07-06-2018 09:06,07-06-2018 09:25,Business,Cary,Durham,9.9,Meeting
07-06-2018 12:48,07-06-2018 13:08,Business,Durham,Cary,9.9,
07-06-2018 20:04,07-06-2018 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain
07-06-2018 23:46,07-06-2018 23:59,Business,Morrisville,Cary,3.1,Customer Visit
07-07-2018 08:22,07-07-2018 08:50,Business,Cary,Morrisville,7.9,Temporary Site
07-07-2018 10:27,07-07-2018 10:33,Business,Morrisville,Cary,8.9,
07-07-2018 12:59,07-07-2018 13:35,Business,Kenner,New Orleans,12.8,
07-08-2018 09:50,07-08-2018 10:13,Business,CBD,Pontchartrain Beach,7.7,
07-08-2018 10:51,07-08-2018 11:12,Business,Pontchartrain Beach,CBD,7.0,
07-08-2018 13:48,07-08-2018 14:11,Business,New Orleans,Metairie,12.5,
07-08-2018 17:11,07-08-2018 17:30,Business,Kenner,New Orleans,13.2,
07-09-2018 09:03,07-09-2018 09:46,Business,New Orleans,Kenner,13.0,
07-09-2018 09:52,07-09-2018 10:06,Business,Kenner,Metairie,4.9,
07-09-2018 10:15,07-09-2018 10:33,Business,Metairie,New Orleans,8.5,
07-10-2018 14:10,07-10-2018 14:17,Business,CBD,St Thomas,1.3,
07-10-2018 16:04,07-10-2018 16:15,Business,St Thomas,CBD,1.8,
07-10-2018 18:05,07-10-2018 18:21,Business,New Orleans,Kenner,13.6,
07-10-2018 19:51,07-10-2018 20:08,Business,Kenner,New Orleans,13.4,
07-12-2018 16:10,07-12-2018 16:45,Business,New Orleans,Kenner,12.3,
07-12-2018 19:21,07-12-2018 19:26,Personal,Kenner,Kenner,1.4,
08-01-2018 12:47,08-01-2018 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,
08-01-2018 13:08,08-01-2018 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
08-01-2018 13:28,08-01-2018 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,
08-01-2018 13:52,08-01-2018 14:14,Business,Cary,Apex,6.9,
08-01-2018 15:40,08-01-2018 15:47,Business,Apex,Cary,4.6,
08-01-2018 16:18,08-01-2018 16:25,Business,Whitebridge,Edgehill Farms,2.8,
08-01-2018 16:29,08-01-2018 16:59,Business,Cary,Morrisville,9.1,
08-01-2018 17:23,08-01-2018 17:55,Business,Morrisville,Cary,8.1,
08-02-2018 08:11,08-02-2018 08:32,Business,Cary,Morrisville,8.4,Meeting
08-02-2018 11:51,08-02-2018 12:15,Business,Arlington,Washington,4.9,
08-02-2018 19:15,08-02-2018 19:23,Business,Kalorama Triangle,K Street,1.0,
08-02-2018 21:23,08-02-2018 21:29,Business,K Street,Kalorama Triangle,1.0,
08-03-2018 12:46,08-03-2018 13:00,Business,West End,Northwest Rectangle,2.0,
08-03-2018 14:59,08-03-2018 15:03,Business,K Street,Kalorama Triangle,1.1,
08-03-2018 16:00,08-03-2018 16:04,Business,Kalorama Triangle,Downtown,1.5,
08-05-2018 17:23,08-05-2018 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,
08-05-2018 18:17,08-05-2018 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,
08-05-2018 19:17,08-05-2018 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,
08-06-2018 06:40,08-06-2018 06:58,Business,Washington,Arlington,6.6,
08-06-2018 09:31,08-06-2018 09:53,Business,Morrisville,Cary,8.0,
08-07-2018 17:14,08-07-2018 17:23,Business,Whitebridge,Edgehill Farms,2.7,
08-07-2018 17:28,08-07-2018 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-07-2018 18:17,08-07-2018 18:23,Business,Cary,Morrisville,2.5,
08-07-2018 20:15,08-07-2018 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain
08-08-2018 16:17,08-08-2018 16:31,Business,Whitebridge,Farmington Woods,5.2,
08-08-2018 16:37,08-08-2018 16:50,Business,Farmington Woods,Edgehill Farms,4.0,
08-08-2018 17:02,08-08-2018 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-08-2018 21:50,08-08-2018 22:15,Business,Cary,Morrisville,4.8,
08-08-2018 23:28,08-08-2018 23:37,Business,Morrisville,Cary,3.2,Customer Visit
08-09-2018 14:20,08-09-2018 14:38,Business,Whitebridge,Waverly Place,6.9,
08-09-2018 15:15,08-09-2018 15:36,Business,Cary,Raleigh,14.9,
08-09-2018 16:04,08-09-2018 16:37,Business,Raleigh,Cary,17.4,
08-10-2018 16:56,08-10-2018 17:24,Business,Cary,Durham,12.9,
08-10-2018 17:53,08-10-2018 18:28,Business,Durham,Apex,15.3,
08-10-2018 18:49,08-10-2018 18:50,Business,Apex,Apex,1.0,
08-10-2018 19:47,08-10-2018 20:02,Business,Apex,Cary,6.0,
08-11-2018 12:53,08-11-2018 13:00,Business,Whitebridge,Heritage Pines,2.2,
08-11-2018 13:14,08-11-2018 13:28,Business,Heritage Pines,Edgehill Farms,4.4,
08-11-2018 13:32,08-11-2018 13:42,Business,Edgehill Farms,Whitebridge,2.8,
08-11-2018 18:37,08-11-2018 19:29,Business,Cary,Wake Forest,31.7,
08-11-2018 20:59,08-11-2018 21:44,Business,Wake Forest,Cary,31.9,
08-12-2018 18:49,08-12-2018 18:52,Business,Whitebridge,Westpark Place,1.9,
08-12-2018 18:56,08-12-2018 19:05,Business,Westpark Place,Whitebridge,1.8,
09-01-2018 11:51,09-01-2018 12:24,Business,Unknown Location,Islamabad,13.0,
09-01-2018 17:21,09-01-2018 17:36,Business,Islamabad,Unknown Location,10.6,
09-01-2018 18:49,09-01-2018 19:08,Business,Unknown Location,Unknown Location,2.2,
09-02-2018 11:37,09-02-2018 12:24,Business,Unknown Location,Islamabad,9.2,
09-02-2018 18:56,09-02-2018 19:37,Business,Unknown Location,Unknown Location,12.9,
09-05-2018 10:25,09-05-2018 10:44,Business,Unknown Location,R?walpindi,17.2,
09-06-2018 17:49,09-06-2018 17:49,Business,Unknown Location,Unknown Location,69.1,
09-10-2018 10:28,09-10-2018 10:45,Business,Unknown Location,Unknown Location,2.8,
09-11-2018 09:51,09-11-2018 09:55,Business,Unknown Location,Unknown Location,8.6,
09-11-2018 21:40,09-11-2018 21:42,Business,Unknown Location,Unknown Location,9.8,
09-12-2018 08:07,09-12-2018 08:12,Business,Unknown Location,Unknown Location,3.6,
09-12-2018 11:15,09-12-2018 11:24,Business,Unknown Location,Unknown Location,1.7,
09-12-2018 13:04,09-12-2018 13:44,Business,Unknown Location,Unknown Location,11.5,
10-03-2018 17:09,10-03-2018 17:12,Business,Unknown Location,Islamabad,10.5,
10-03-2018 18:17,10-03-2018 18:34,Business,Islamabad,Islamabad,2.8,
10-03-2018 18:51,10-03-2018 19:01,Business,Islamabad,Islamabad,1.6,
10-03-2018 22:04,10-03-2018 22:33,Business,Islamabad,Unknown Location,12.7,
10-04-2018 09:50,10-04-2018 10:52,Business,Unknown Location,Unknown Location,28.6,
10-04-2018 12:17,10-04-2018 12:18,Business,Unknown Location,Unknown Location,15.1,
10-06-2018 08:49,10-06-2018 11:36,Business,Unknown Location,R?walpindi,17.9,
10-06-2018 17:23,10-06-2018 17:40,Business,R?walpindi,Unknown Location,112.6,
10-06-2018 18:37,10-06-2018 18:39,Business,Unknown Location,Unknown Location,18.4,
10-06-2018 19:46,10-06-2018 20:26,Business,Unknown Location,Unknown Location,13.8,
10-07-2018 10:56,10-07-2018 10:59,Business,Unknown Location,Lahore,33.2,
10-07-2018 11:27,10-07-2018 11:50,Business,Lahore,Lahore,2.6,
10-07-2018 13:52,10-07-2018 14:08,Business,Lahore,Unknown Location,5.8,
10-07-2018 14:29,10-07-2018 15:11,Business,Unknown Location,Lahore,8.3,
10-07-2018 15:47,10-07-2018 16:02,Business,Lahore,Lahore,2.4,
10-07-2018 18:08,10-07-2018 18:27,Business,Lahore,Lahore,3.1,
10-07-2018 18:33,10-07-2018 19:01,Business,Lahore,Lahore,6.1,
10-08-2018 15:03,10-08-2018 15:03,Business,Karachi,Karachi,3.6,
10-08-2018 18:15,10-08-2018 18:18,Business,Karachi,Unknown Location,8.0,
10-09-2018 14:04,10-09-2018 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site
10-10-2018 17:22,10-10-2018 17:28,Business,Islamabad,Islamabad,1.7,
10-10-2018 17:33,10-10-2018 18:13,Business,Islamabad,Unknown Location,9.5,
10-11-2018 01:27,10-11-2018 02:08,Business,Unknown Location,R?walpindi,17.1,Meeting
10-12-2018 19:18,10-12-2018 19:21,Business,R?walpindi,Unknown Location,18.4,
11-01-2018 11:50,11-01-2018 12:27,Business,Cary,Durham,16.5,
11-01-2018 16:29,11-01-2018 17:02,Business,Durham,Cary,12.8,
11-01-2018 17:35,11-01-2018 17:42,Business,Whitebridge,Whitebridge,1.2,
11-01-2018 19:14,11-01-2018 19:20,Business,Whitebridge,Whitebridge,1.0,
11-01-2018 19:59,11-01-2018 20:12,Business,Whitebridge,Whitebridge,4.1,
11-01-2018 20:41,11-01-2018 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
11-02-2018 15:10,11-02-2018 15:18,Business,Whitebridge,Westpark Place,1.4,
11-02-2018 15:45,11-02-2018 15:52,Business,Westpark Place,Whitebridge,1.8,
11-02-2018 16:46,11-02-2018 17:11,Business,Cary,Morrisville,8.5,Meeting
11-02-2018 17:34,11-02-2018 17:49,Business,Morrisville,Morrisville,5.0,
11-02-2018 17:53,11-02-2018 18:00,Business,Morrisville,Cary,3.8,
11-03-2018 11:28,11-03-2018 11:34,Business,Whitebridge,Hazelwood,2.5,
11-03-2018 12:43,11-03-2018 12:49,Business,Hazelwood,Whitebridge,2.4,
11-03-2018 13:42,11-03-2018 13:47,Business,Whitebridge,Westpark Place,1.4,
11-03-2018 14:13,11-03-2018 14:26,Business,Westpark Place,Whitebridge,1.8,
11-03-2018 18:51,11-03-2018 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
11-03-2018 22:46,11-03-2018 22:58,Business,Morrisville,Cary,3.1,Customer Visit
11-04-2018 10:02,11-04-2018 10:18,Business,Cary,Morrisville,7.9,Temporary Site
11-04-2018 18:14,11-04-2018 18:21,Business,San Jose,Santa Clara,3.8,
11-04-2018 21:04,11-04-2018 21:20,Business,Agnew,Cory,4.3,
11-04-2018 22:12,11-04-2018 22:25,Business,Cory,Agnew,3.9,
11-05-2018 08:34,11-05-2018 08:43,Business,Agnew,Renaissance,2.2,
11-05-2018 17:29,11-05-2018 17:40,Business,Renaissance,Agnew,2.8,
11-05-2018 19:20,11-05-2018 19:28,Business,Agnew,Agnew,2.2,
11-06-2018 10:50,11-06-2018 11:04,Business,Agnew,Renaissance,2.4,
11-06-2018 16:05,11-06-2018 16:22,Business,Renaissance,Agnew,2.8,Meeting
11-06-2018 16:27,11-06-2018 17:28,Business,Santa Clara,Berkeley,43.9,Customer Visit
11-06-2018 19:04,11-06-2018 19:12,Business,Downtown,West Berkeley,1.8,
11-06-2018 20:06,11-06-2018 20:21,Business,West Berkeley,Central,3.3,
11-07-2018 12:28,11-07-2018 12:57,Business,Berkeley,San Francisco,11.8,Between Offices
11-07-2018 19:17,11-07-2018 19:57,Business,San Francisco,Berkeley,13.2,Between Offices
11-08-2018 10:29,11-08-2018 10:57,Business,Berkeley,San Francisco,12.2,Between Offices
11-08-2018 12:16,11-08-2018 12:49,Business,San Francisco,Berkeley,11.3,Meeting
11-08-2018 13:41,11-08-2018 14:01,Business,Berkeley,Emeryville,3.6,
11-08-2018 16:21,11-08-2018 16:34,Business,Emeryville,Berkeley,3.0,
11-09-2018 13:08,11-09-2018 13:41,Business,Berkeley,San Francisco,11.4,
11-09-2018 15:58,11-09-2018 16:04,Business,NOMA,Downtown,0.9,
11-09-2018 17:31,11-09-2018 18:03,Business,Downtown,Sunnyside,6.2,
11-09-2018 18:09,11-09-2018 18:14,Business,Sunnyside,Ingleside,0.7,
11-09-2018 18:21,11-09-2018 18:35,Business,Ingleside,Potrero Flats,5.5,Meeting
11-09-2018 18:40,11-09-2018 19:17,Business,San Francisco,Oakland,12.7,Customer Visit
11-09-2018 20:52,11-09-2018 21:02,Business,Oakland,Berkeley,2.6,
11-09-2018 21:56,11-09-2018 22:02,Business,Central,Central,1.1,
11-10-2018 09:46,11-10-2018 10:15,Business,Berkeley,San Francisco,12.6,Temporary Site
11-10-2018 10:20,11-10-2018 10:31,Business,Tenderloin,SOMISSPO,1.2,
11-10-2018 14:57,11-10-2018 15:07,Business,SOMISSPO,Tenderloin,1.1,
11-10-2018 15:17,11-10-2018 15:22,Business,San Francisco,Oakland,9.9,Temporary Site
11-10-2018 15:30,11-10-2018 15:53,Business,Oakland,Berkeley,6.0,Meeting
11-10-2018 19:18,11-10-2018 19:21,Business,West Berkeley,Central,0.8,
11-11-2018 09:35,11-11-2018 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit
11-11-2018 12:58,11-11-2018 13:13,Business,Menlo Park,Palo Alto,4.0,
11-11-2018 14:20,11-11-2018 14:32,Business,Palo Alto,Menlo Park,2.5,
11-11-2018 14:39,11-11-2018 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit
11-11-2018 18:30,11-11-2018 18:43,Business,Central,College Avenue,2.9,
11-11-2018 21:08,11-11-2018 21:18,Business,College Avenue,Central,2.6,
11-12-2018 10:32,11-12-2018 10:52,Business,Central,South,2.3,
11-12-2018 10:55,11-12-2018 11:25,Business,South,Downtown,6.4,
11-12-2018 13:07,11-12-2018 13:15,Business,Downtown,Central,1.4,
11-12-2018 13:46,11-12-2018 13:50,Business,Central,West Berkeley,0.6,
11-12-2018 14:22,11-12-2018 14:53,Business,West Berkeley,South,5.9,Meeting
11-12-2018 15:14,11-12-2018 15:21,Business,South,Southwest Berkeley,0.8,
11-12-2018 15:25,11-12-2018 15:36,Business,Berkeley,Emeryville,1.3,
11-12-2018 15:40,11-12-2018 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies
12-01-2018 07:44,12-01-2018 07:59,Business,Cary,Cary,5.5,Meeting
12-01-2018 08:37,12-01-2018 08:53,Business,Cary,Cary,5.5,Errand/Supplies
12-01-2018 18:00,12-01-2018 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
12-01-2018 20:36,12-01-2018 20:46,Business,Morrisville,Cary,2.9,Customer Visit
12-02-2018 12:12,12-02-2018 12:23,Business,Cary,Apex,5.1,Meal/Entertain
12-02-2018 13:07,12-02-2018 13:22,Business,Apex,Cary,5.3,Customer Visit
12-02-2018 20:41,12-02-2018 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
12-02-2018 22:59,12-02-2018 23:07,Business,Morrisville,Cary,3.0,Customer Visit
12-03-2018 18:35,12-03-2018 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
